[2023-07-26T02:58:19.380] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB|Threshold                    |
[2023-07-26T03:02:08.606] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:08.607] [INFO] default - My Object      |799000000|3481071.944  |0.109    |82409.094  |0.132    |1000000|3597122.302  |1555209.953  |3676470.588  |0.109       |140.26      |0.128       |100         |100         |100.000    |359712.230  |76198.578  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:08.882] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:08.883] [INFO] default - My Object      |800000000|3481242.630  |0.109    |82409.094  |0.132    |1000000|3623188.406  |1555209.953  |3676470.588  |0.109       |126.93      |0.127       |100         |100         |100.000    |362318.841  |76293.945  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:09.168] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:09.168] [INFO] default - My Object      |801000000|3481261.599  |0.109    |82409.094  |0.132    |1000000|3496503.497  |1555209.953  |3676470.588  |0.109       |123.83      |0.131       |100         |100         |100.000    |349650.350  |76389.313  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:09.448] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:09.448] [INFO] default - My Object      |802000000|3481371.191  |0.109    |82409.094  |0.132    |1000000|3571428.571  |1555209.953  |3676470.588  |0.109       |185.031     |0.129       |100         |100         |100.000    |357142.857  |76484.680  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:09.729] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:09.729] [INFO] default - My Object      |803000000|3481465.424  |0.109    |82409.094  |0.132    |1000000|3558718.861  |1555209.953  |3676470.588  |0.109       |133.71      |0.128       |100         |100         |100.000    |355871.886  |76580.048  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:10.006] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:10.006] [INFO] default - My Object      |804000000|3481619.733  |0.109    |82409.094  |0.132    |1000000|3610108.303  |1555209.953  |3676470.588  |0.109       |29.47       |0.127       |100         |100         |100.000    |361010.830  |76675.415  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:10.285] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:10.285] [INFO] default - My Object      |805000000|3481743.553  |0.109    |82409.094  |0.132    |1000000|3584229.391  |1555209.953  |3676470.588  |0.109       |121.71      |0.128       |100         |100         |100.000    |358422.939  |76770.782  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:10.563] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:10.563] [INFO] default - My Object      |806000000|3481882.117  |0.109    |82409.094  |0.132    |1000000|3597122.302  |1555209.953  |3676470.588  |0.109       |28.74       |0.128       |100         |100         |100.000    |359712.230  |76866.150  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:10.840] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:10.840] [INFO] default - My Object      |807000000|3482035.373  |0.109    |82409.094  |0.132    |1000000|3610108.303  |1555209.953  |3676470.588  |0.109       |160.87      |0.127       |100         |100         |100.000    |361010.830  |76961.517  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:11.119] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:11.119] [INFO] default - My Object      |808000000|3482158.249  |0.109    |82409.094  |0.132    |1000000|3584229.391  |1555209.953  |3676470.588  |0.109       |27.42       |0.128       |100         |100         |100.000    |358422.939  |77056.885  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:11.398] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:11.398] [INFO] default - My Object      |809000000|3482280.829  |0.109    |82409.094  |0.132    |1000000|3584229.391  |1555209.953  |3676470.588  |0.109       |33.4        |0.128       |100         |100         |100.000    |358422.939  |77152.252  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:11.677] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:11.677] [INFO] default - My Object      |810000000|3482403.116  |0.109    |82409.094  |0.132    |1000000|3584229.391  |1555209.953  |3676470.588  |0.109       |124.53      |0.128       |100         |100         |100.000    |358422.939  |77247.620  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:11.955] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:11.955] [INFO] default - My Object      |811000000|3482540.064  |0.109    |82409.094  |0.132    |1000000|3597122.302  |1555209.953  |3676470.588  |0.109       |67.79       |0.127       |100         |100         |100.000    |359712.230  |77342.987  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:12.231] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:12.231] [INFO] default - My Object      |812000000|3482706.561  |0.109    |82409.094  |0.132    |1000000|3623188.406  |1555209.953  |3676470.588  |0.109       |157.16      |0.127       |100         |100         |100.000    |362318.841  |77438.354  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:12.509] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:12.509] [INFO] default - My Object      |813000000|3482842.822  |0.109    |82409.094  |0.132    |1000000|3597122.302  |1555209.953  |3676470.588  |0.109       |158.6       |0.128       |100         |100         |100.000    |359712.230  |77533.722  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:12.789] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:12.789] [INFO] default - My Object      |814000000|3482948.954  |0.109    |82409.094  |0.132    |1000000|3571428.571  |1555209.953  |3676470.588  |0.109       |148.42      |0.129       |100         |100         |100.000    |357142.857  |77629.089  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:13.070] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:13.070] [INFO] default - My Object      |815000000|3483039.946  |0.109    |82409.094  |0.132    |1000000|3558718.861  |1555209.953  |3676470.588  |0.109       |196.36      |0.129       |100         |100         |100.000    |355871.886  |77724.457  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:13.355] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:13.355] [INFO] default - My Object      |816000000|3483071.249  |0.109    |82409.094  |0.132    |1000000|3508771.930  |1555209.953  |3676470.588  |0.109       |35.52       |0.131       |100         |100         |100.000    |350877.193  |77819.824  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:13.637] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:13.637] [INFO] default - My Object      |817000000|3483147.025  |0.109    |82409.094  |0.132    |1000000|3546099.291  |1555209.953  |3676470.588  |0.109       |153.53      |0.130       |100         |100         |100.000    |354609.929  |77915.192  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:13.925] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:13.925] [INFO] default - My Object      |818000000|3483133.628  |0.109    |82409.094  |0.132    |1000000|3472222.222  |1555209.953  |3676470.588  |0.109       |89.59       |0.132       |100         |100         |100.000    |347222.222  |78010.559  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:14.219] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:14.220] [INFO] default - My Object      |819000000|3483031.386  |0.109    |82409.094  |0.132    |1000000|3401360.544  |1555209.953  |3676470.588  |0.109       |250         |0.135       |100         |100         |100.000    |340136.054  |78105.927  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:14.507] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:14.507] [INFO] default - My Object      |820000000|3483018.163  |0.109    |82409.094  |0.132    |1000000|3472222.222  |1555209.953  |3676470.588  |0.109       |213.611     |0.132       |100         |100         |100.000    |347222.222  |78201.294  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:14.787] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:14.787] [INFO] default - My Object      |821000000|3483123.186  |0.109    |82409.094  |0.132    |1000000|3571428.571  |1555209.953  |3676470.588  |0.109       |119.16      |0.128       |100         |100         |100.000    |357142.857  |78296.661  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:15.066] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:15.067] [INFO] default - My Object      |822000000|3483242.721  |0.109    |82409.094  |0.132    |1000000|3584229.391  |1555209.953  |3676470.588  |0.109       |107.19      |0.128       |100         |100         |100.000    |358422.939  |78392.029  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:15.383] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:15.383] [INFO] default - My Object      |823000000|3482816.553  |0.109    |82409.094  |0.132    |1000000|3164556.962  |1555209.953  |3676470.588  |0.109       |134.11      |0.144       |100         |100         |100.000    |316455.696  |78487.396  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:15.674] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:15.674] [INFO] default - My Object      |824000000|3482744.775  |0.109    |82409.094  |0.132    |1000000|3424657.534  |1555209.953  |3676470.588  |0.109       |32.849      |0.133       |100         |100         |100.000    |342465.753  |78582.764  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:15.961] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:15.961] [INFO] default - My Object      |825000000|3482746.684  |0.109    |82409.094  |0.132    |1000000|3484320.557  |1555209.953  |3676470.588  |0.109       |214.14      |0.132       |100         |100         |100.000    |348432.056  |78678.131  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:16.242] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:16.242] [INFO] default - My Object      |826000000|3482836.699  |0.109    |82409.094  |0.132    |1000000|3558718.861  |1555209.953  |3676470.588  |0.109       |36.06       |0.129       |100         |100         |100.000    |355871.886  |78773.499  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:16.520] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:16.520] [INFO] default - My Object      |827000000|3482970.506  |0.109    |82409.094  |0.132    |1000000|3597122.302  |1555209.953  |3676470.588  |0.109       |130.82      |0.128       |100         |100         |100.000    |359712.230  |78868.866  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:16.804] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:16.805] [INFO] default - My Object      |828000000|3483016.090  |0.109    |82409.094  |0.132    |1000000|3521126.761  |1555209.953  |3676470.588  |0.109       |128.86      |0.131       |100         |100         |100.000    |352112.676  |78964.233  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:17.092] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:17.093] [INFO] default - My Object      |829000000|3483003.029  |0.109    |82409.094  |0.132    |1000000|3472222.222  |1555209.953  |3676470.588  |0.109       |137.05      |0.132       |100         |100         |100.000    |347222.222  |79059.601  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:17.377] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:17.377] [INFO] default - My Object      |830000000|3483033.848  |0.109    |82409.094  |0.132    |1000000|3508771.930  |1555209.953  |3676470.588  |0.109       |47.82       |0.130       |100         |100         |100.000    |350877.193  |79154.968  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:17.666] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:17.666] [INFO] default - My Object      |831000000|3483006.199  |0.109    |82409.094  |0.132    |1000000|3460207.612  |1555209.953  |3676470.588  |0.109       |31.19       |0.133       |100         |100         |100.000    |346020.761  |79250.336  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:17.947] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:17.947] [INFO] default - My Object      |832000000|3483095.266  |0.109    |82409.094  |0.132    |1000000|3558718.861  |1555209.953  |3676470.588  |0.109       |42.94       |0.128       |100         |100         |100.000    |355871.886  |79345.703  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:18.231] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:18.231] [INFO] default - My Object      |833000000|3483140.430  |0.109    |82409.094  |0.132    |1000000|3521126.761  |1555209.953  |3676470.588  |0.109       |38.209      |0.130       |100         |100         |100.000    |352112.676  |79441.071  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:18.521] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:18.521] [INFO] default - My Object      |834000000|3483098.203  |0.109    |82409.094  |0.132    |1000000|3448275.862  |1555209.953  |3676470.588  |0.109       |138.86      |0.133       |100         |100         |100.000    |344827.586  |79536.438  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:18.813] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:18.813] [INFO] default - My Object      |835000000|3483027.022  |0.109    |82409.094  |0.132    |1000000|3424657.534  |1555209.953  |3676470.588  |0.109       |33.76       |0.133       |100         |100         |100.000    |342465.753  |79631.805  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:19.113] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:19.114] [INFO] default - My Object      |836000000|3482839.931  |0.109    |82409.094  |0.132    |1000000|3333333.333  |1555209.953  |3676470.588  |0.109       |146.14      |0.137       |100         |100         |100.000    |333333.333  |79727.173  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:19.409] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:19.409] [INFO] default - My Object      |837000000|3482711.272  |0.109    |82409.094  |0.132    |1000000|3378378.378  |1555209.953  |3676470.588  |0.109       |92.04       |0.135       |100         |100         |100.000    |337837.838  |79822.540  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:19.689] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:19.689] [INFO] default - My Object      |838000000|3482814.513  |0.109    |82409.094  |0.132    |1000000|3571428.571  |1555209.953  |3676470.588  |0.109       |36.829      |0.128       |100         |100         |100.000    |357142.857  |79917.908  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:19.965] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:19.965] [INFO] default - My Object      |839000000|3482975.349  |0.109    |82409.094  |0.132    |1000000|3623188.406  |1555209.953  |3676470.588  |0.109       |149.94      |0.127       |100         |100         |100.000    |362318.841  |80013.275  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:20.242] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:20.242] [INFO] default - My Object      |840000000|3483121.374  |0.109    |82409.094  |0.132    |1000000|3610108.303  |1555209.953  |3676470.588  |0.109       |44.68       |0.127       |100         |100         |100.000    |361010.830  |80108.643  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:20.519] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:20.519] [INFO] default - My Object      |841000000|3483267.064  |0.109    |82409.094  |0.132    |1000000|3610108.303  |1555209.953  |3676470.588  |0.109       |117.16      |0.127       |100         |100         |100.000    |361010.830  |80204.010  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:20.795] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:20.795] [INFO] default - My Object      |842000000|3483426.831  |0.109    |82409.094  |0.132    |1000000|3623188.406  |1555209.953  |3676470.588  |0.109       |114.79      |0.126       |100         |100         |100.000    |362318.841  |80299.377  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:21.072] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:21.072] [INFO] default - My Object      |843000000|3483571.839  |0.109    |82409.094  |0.132    |1000000|3610108.303  |1555209.953  |3676470.588  |0.109       |162.54      |0.127       |100         |100         |100.000    |361010.830  |80394.745  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:21.352] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:21.352] [INFO] default - My Object      |844000000|3483673.377  |0.109    |82409.094  |0.132    |1000000|3571428.571  |1555209.953  |3676470.588  |0.109       |31.77       |0.129       |100         |100         |100.000    |357142.857  |80490.112  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:21.629] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:21.630] [INFO] default - My Object      |845000000|3483817.770  |0.109    |82409.094  |0.132    |1000000|3610108.303  |1555209.953  |3676470.588  |0.109       |30          |0.127       |100         |100         |100.000    |361010.830  |80585.480  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
